Name,UniProt ID,Oxidized 24h,Reduced 24h,P-value 24h,Difference 24h,P-value (log) 24h,Significant 24h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 48h,Reduced 48h,P-value 48h,Difference 48h,P-value (log) 48h,Significant 48h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 72h,Reduced 72h,P-value 72h,Difference 72h,P-value (log) 72h,Significant 72h,Abundance Check Oxidized,Abundance Check Reduced,General abundance check,,
MZM1,Q03429,9.0451,8.5557,0.24503,0.4894,0.61078074,-,More,More,8.9445,8.8024,0.80379,0.1421,0.094857401,-,More,More,8.7907,9.1058,0.43459,-0.3151,0.361920271,-,More,More,All above average,FALSE,FALSE
NAB6,Q03735,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,3.6721,0,0.35216,3.6721,0.453259975,-,Less,Less,2.4003,3.878,0.32293,-1.4777,0.490891607,-,Less,Less,FALSE,All Below Average,FALSE
NAM2,P11325,4.85,5.535,0.62648,-0.685,0.203092789,-,Less,Less,4.5482,2.8564,0.32607,1.6918,0.486689157,-,Less,Less,5.4363,4.5575,0.54666,0.8788,0.262282703,-,Less,Less,FALSE,All Below Average,FALSE
NAM7,P30771,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,1.977,0,0.4086,1.977,0.388701638,-,Less,Less,4.1572,2.4389,0.25039,1.7183,0.60138302,-,Less,Less,FALSE,All Below Average,FALSE
NAP1,P25293,8.5032,8.9939,0.24379,-0.4907,0.612984113,-,More,More,8.6488,9.2699,0.2774,-0.6211,0.556893543,-,More,More,8.6132,8.9081,0.46465,-0.2949,0.332874059,-,More,More,All above average,FALSE,FALSE
NAS2,P40555,6.9344,4.1452,0.032807,2.7892,1.484033481,-,More,Less,5.3484,4.8037,0.68778,0.5447,0.162550457,-,Less,Less,5.5279,3.8907,0.26149,1.6372,0.582544915,-,Less,Less,FALSE,FALSE,Mixed
NAS6,P50086,8.6576,9.1541,0.23821,-0.4965,0.623040011,-,More,More,9.1703,7.9087,0.027373,1.2616,1.562677603,-,More,More,8.7987,7.9431,0.047881,0.8556,1.319836788,-,More,More,All above average,FALSE,FALSE
NAT3,Q06504,4.4256,0,0.28569,4.4256,0.544104961,-,Less,Less,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
NAT4,Q04751,7.1787,7.8904,0.29725,-0.7117,0.526878137,-,More,More,7.7288,8.0265,0.59832,-0.2977,0.22306648,-,More,More,7.535,7.2456,0.55673,0.2894,0.254355376,-,More,More,All above average,FALSE,FALSE
NAT5,Q08689,6.4705,5.535,0.38459,0.9355,0.415002012,-,Less,Less,6.4664,4.6628,0.18332,1.8036,0.736790151,-,Less,Less,5.0071,0,0.18261,5.0071,0.738475444,-,Less,Less,FALSE,All Below Average,FALSE
NBA1,Q08229,6.6325,5.7449,0.40938,0.8876,0.387873378,-,More,Less,6.1585,4.372,0.18751,1.7865,0.726975566,-,Less,Less,5.4321,2.4389,0.082019,2.9932,1.08608553,-,Less,Less,FALSE,FALSE,Mixed
NCA2,Q12374,7.1578,6.7314,0.64035,0.4264,0.193582586,-,More,More,7.1741,5.9418,0.11592,1.2323,0.935841628,-,More,More,7.2534,7.0175,0.63189,0.2359,0.199358518,-,More,More,All above average,FALSE,FALSE
NCA3,P46955,6.8384,6.9419,0.90971,-0.1035,0.041097031,-,More,More,7.5039,6.728,0.21899,0.7759,0.659575716,-,More,More,7.5998,6.7973,0.10317,0.8025,0.986446569,-,More,More,All above average,FALSE,FALSE
NCE102,Q12207,7.7608,6.5917,0.086844,1.1691,1.061260181,-,More,More,6.2127,4.8719,0.32257,1.3408,0.491376026,-,Less,Less,5.4538,5.5615,0.92083,-0.1077,0.03582054,-,Less,Less,FALSE,FALSE,Mixed
NCR1,Q12200,8.8941,8.3592,0.20388,0.5349,0.690625375,-,More,More,8.3473,9.0712,0.20553,-0.7239,0.687124778,-,More,More,8.6295,8.8218,0.63372,-0.1923,0.198102586,-,More,More,All above average,FALSE,FALSE
NCS2,P53923,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,2.4003,0,0.30959,2.4003,0.509213076,-,Less,Less,FALSE,All Below Average,FALSE
NCS6,P53088,0,0,0,0,0,-,Less,Less,4.4695,0,0.25744,4.4695,0.589323973,-,Less,Less,3.7469,0,0.3186,3.7469,0.496754229,-,Less,Less,FALSE,All Below Average,FALSE
NDE1,P40215,0,0,0,0,0,-,Less,Less,3.2062,0,0.41658,3.2062,0.380301584,-,Less,Less,1.6506,0,0.48473,1.6506,0.314500101,-,Less,Less,FALSE,All Below Average,FALSE
NDE2,Q07500,6.5942,5.2069,0.28837,1.3873,0.540049923,-,Less,Less,6.2903,6.0465,0.81753,0.2438,0.087496302,-,Less,More,5.3612,5.39,0.98425,-0.0288,0.006894577,-,Less,Less,FALSE,FALSE,Mixed
NDI1,P32340,8.6175,9.5063,0.032601,-0.8888,1.486769078,-,More,More,8.8777,9.6886,0.08772,-0.8109,1.056901377,-,More,More,9.2118,9.7589,0.17473,-0.5471,0.757632523,-,More,More,All above average,FALSE,FALSE
NDJ1,Q12366,7.6133,5.3802,0.037945,2.2331,1.420845443,-,More,Less,6.5811,3.949,0.052154,2.6321,1.282712377,-,More,Less,6.2454,3.8476,0.10006,2.3978,0.999739501,-,Less,Less,FALSE,FALSE,Mixed
NDL1,Q06568,6.6325,3.698,0.037083,2.9345,1.430825139,-,More,Less,5.5483,2.8564,0.10889,2.6919,0.963012002,-,Less,Less,5.412,4.2538,0.42697,1.1582,0.369602639,-,Less,Less,FALSE,FALSE,Mixed
NDT80,P38830,6.6173,4.891,0.18648,1.7263,0.729367739,-,More,Less,5.0266,4.2661,0.65063,0.7605,0.186665916,-,Less,Less,6.6066,4.2768,0.031668,2.3298,1.499379364,-,More,Less,FALSE,FALSE,Mixed
NEJ1,Q06148,0,5.2069,0.20908,-5.2069,0.679687509,-,Less,Less,3.6047,4.9583,0.42017,-1.3536,0.376574959,-,Less,Less,2.2452,3.3619,0.45511,-1.1167,0.341883622,-,Less,Less,FALSE,All Below Average,FALSE
NEM1,P38757,4.926,0,0.2347,4.926,0.62948691,-,Less,Less,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
NFI1,Q12216,5.8247,5.3802,0.73374,0.4445,0.134457805,-,Less,Less,6.4722,4.3891,0.12433,2.0831,0.905424066,-,Less,Less,5.6737,5.3704,0.77964,0.3033,0.108105887,-,Less,Less,FALSE,All Below Average,FALSE
NFT1,P0CE68,8.2681,9.0989,0.048448,-0.8308,1.314724147,-,More,More,8.9664,8.1508,0.15381,0.8156,0.813015428,-,More,More,8.7292,8.2249,0.24357,0.5043,0.613376204,-,More,More,All above average,FALSE,FALSE
NFU1,P32860,6.7704,0,0.22868,6.7704,0.640771816,-,More,Less,5.9337,3.949,0.14314,1.9847,0.844238987,-,Less,Less,5.3068,4.8191,0.73802,0.4877,0.131931869,-,Less,Less,FALSE,FALSE,Mixed
NGL1,Q08213,7.534,7.3118,0.74486,0.2222,0.127925347,-,More,More,7.6969,6.7718,0.14282,0.9251,0.845210971,-,More,More,7.2932,7.0588,0.63398,0.2344,0.197924442,-,More,More,All above average,FALSE,FALSE
NGL2,Q03264,8.5687,9.3784,0.051549,-0.8097,1.287779755,-,More,More,8.6714,8.8939,0.69722,-0.2225,0.156630163,-,More,More,9.5258,9.0418,0.22983,0.484,0.638593283,-,More,More,All above average,FALSE,FALSE
NHP10,Q03435,6.0239,4.6413,0.32597,1.3826,0.486822368,-,Less,Less,5.3157,5.0205,0.82761,0.2952,0.08217427,-,Less,Less,6.1586,5.0803,0.32002,1.0783,0.494822879,-,Less,Less,FALSE,All Below Average,FALSE
NHX1,Q04121,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,0,3.8346,0.30741,-3.8346,0.512282009,-,Less,Less,FALSE,All Below Average,FALSE
NIF3,P53081,7.0069,6.0357,0.36671,0.9712,0.435677247,-,More,More,6.5022,6.0079,0.64001,0.4943,0.19381324,-,Less,More,6.3229,5.6573,0.53936,0.6656,0.268121265,-,Less,More,FALSE,FALSE,Mixed
NIP100,P33420,6.1148,5.7449,0.77715,0.3699,0.109495149,-,Less,Less,5.113,4.8353,0.83769,0.2777,0.076916669,-,Less,Less,6.1176,3.3619,0.058751,2.7557,1.230984737,-,Less,Less,FALSE,All Below Average,FALSE
NIS1,P53939,7.6328,6.6964,0.17022,0.9364,0.768989414,-,More,More,8.0863,7.6492,0.43931,0.4371,0.357228911,-,More,More,7.8602,7.626,0.60193,0.2342,0.220454011,-,More,More,All above average,FALSE,FALSE
NIT1,P40447,9.3491,9.4624,0.78524,-0.1133,0.104997586,-,More,More,9.6458,9.5199,0.79083,0.1259,0.101916864,-,More,More,9.5951,9.6219,0.94701,-0.0268,0.023645435,-,More,More,All above average,FALSE,FALSE
NKP1,Q12493,6.0693,7.606,0.092255,-1.5367,1.035010087,-,Less,More,6.3256,6.2782,0.95178,0.0474,0.021463425,-,Less,More,6.6417,5.3989,0.25173,1.2428,0.599065024,-,More,Less,FALSE,FALSE,Mixed
NKP2,Q06162,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,3.248,0,0.41052,3.248,0.38666568,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
NMA111,P53920,8.2333,9.0748,0.045608,-0.8415,1.340958972,-,More,More,9.3069,8.8273,0.31259,0.4796,0.50502492,-,More,More,9.01,8.0235,0.022531,0.9865,1.647219532,-,More,More,All above average,FALSE,FALSE
NMA2,P53204,8.7325,8.5928,0.73997,0.1397,0.130785887,-,More,More,9.2186,9.0478,0.71912,0.1708,0.143198633,-,More,More,8.9661,8.9909,0.95107,-0.0248,0.021787517,-,More,More,All above average,FALSE,FALSE
NMD2,P38798,8.8907,8.3798,0.22486,0.5109,0.648087794,-,More,More,8.3701,8.1666,0.73276,0.2035,0.135038246,-,More,More,8.5071,8.2702,0.58379,0.2369,0.233743349,-,More,More,All above average,FALSE,FALSE
NNF2,P53253,5.4442,5.6121,0.8978,-0.1679,0.046820399,-,Less,Less,3.7815,0,0.338,3.7815,0.4710833,-,Less,Less,4.2839,2.5506,0.2463,1.7333,0.608535588,-,Less,Less,FALSE,All Below Average,FALSE
NNK1,P36003,9.3779,9.5447,0.68835,-0.1668,0.162190683,-,More,More,10.0872,9.1821,0.021234,0.9051,1.672968187,-,More,More,9.977,9.1168,0.032849,0.8602,1.483477847,-,More,More,All above average,FALSE,FALSE
NOP12,Q08208,4.4601,0,0.28195,4.4601,0.549827901,-,Less,Less,4.3354,0,0.272,4.3354,0.565431096,-,Less,Less,3.7333,0,0.32036,3.7333,0.494361715,-,Less,Less,FALSE,All Below Average,FALSE
NOP13,P53883,9.898,10.0622,0.64372,-0.1642,0.191302997,-,More,More,9.9197,10.2488,0.40231,-0.3291,0.395439172,-,More,More,9.9045,10.2117,0.36533,-0.3072,0.437314663,-,More,More,All above average,FALSE,FALSE
NPL4,P33755,9.1792,9.9555,0.028791,-0.7763,1.54074325,-,More,More,8.8936,9.8081,0.054147,-0.9145,1.2664256,-,More,More,9.3392,9.836,0.21776,-0.4968,0.662021892,-,More,More,All above average,FALSE,FALSE
NPP2,P39997,6.8253,6.6606,0.85684,0.1647,0.067100267,-,More,More,6.3519,6.8375,0.53558,-0.4856,0.271175649,-,Less,More,6.9735,7.5743,0.22242,-0.6008,0.652826164,-,More,More,FALSE,FALSE,Mixed
NPR2,P39923,7.2944,7.6378,0.61501,-0.3434,0.211117823,-,More,More,7.6576,7.0234,0.31511,0.6342,0.501537814,-,More,More,8.1077,7.0456,0.017978,1.0621,1.745258624,-,More,More,All above average,FALSE,FALSE
NPT1,P39683,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,4.6311,3.5873,0.54453,1.0438,0.263978188,-,Less,Less,3.7096,0,0.32345,3.7096,0.490192845,-,Less,Less,FALSE,All Below Average,FALSE
NPY1,P53164,8.0336,8.2169,0.65075,-0.1833,0.186585823,-,More,More,8.8278,8.1824,0.2788,0.6454,0.554707231,-,More,More,8.1712,8.3438,0.6897,-0.1726,0.161339774,-,More,More,All above average,FALSE,FALSE
NQM1,P53228,5.4269,0,0.3346,5.4269,0.475474063,-,Less,Less,4.938,2.7026,0.19439,2.2354,0.71132608,-,Less,Less,3.2236,4.2636,0.48667,-1.04,0.312765424,-,Less,Less,FALSE,All Below Average,FALSE
NRG2,P38082,0,4.1452,0.31731,-4.1452,0.498516241,-,Less,Less,0,3.0395,0.44122,-3.0395,0.35534481,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
NRK1,P53915 P38692,8.7575,8.7914,0.93582,-0.0339,0.028807677,-,More,More,8.7073,9.0756,0.51944,-0.3683,0.28446461,-,More,More,8.8013,8.7732,0.94443,0.0281,0.024830226,-,More,More,All above average,FALSE,FALSE
NRM1,P53718,5.851,5.1039,0.5675,0.7471,0.246034134,-,Less,Less,5.7146,2.8564,0.088702,2.8582,1.052066588,-,Less,Less,5.6424,3.4219,0.19701,2.2205,0.705511729,-,Less,Less,FALSE,All Below Average,FALSE
NRP1,P32770,5.1566,3.698,0.30007,1.4586,0.522777422,-,Less,Less,4.1311,0,0.29523,4.1311,0.529839513,-,Less,Less,3.2113,2.5506,0.65854,0.6607,0.181417841,-,Less,Less,FALSE,All Below Average,FALSE
NRT1,Q08485,8.6613,8.9743,0.45722,-0.313,0.339874781,-,More,More,8.8131,8.2692,0.34156,0.5439,0.466532995,-,More,More,8.8664,8.3467,0.19765,0.5197,0.704103181,-,More,More,All above average,FALSE,FALSE
NSG2,P53898,9.8297,9.3673,0.19288,0.4624,0.714712803,-,More,More,9.8292,9.6515,0.65098,0.1777,0.186432354,-,More,More,9.7614,10.0564,0.38464,-0.295,0.414945554,-,More,More,All above average,FALSE,FALSE
NSR1,P27476,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,2.2452,0,0.34189,2.2452,0.466113602,-,Less,Less,FALSE,All Below Average,FALSE
NTE1,Q04958,6.4276,5.7449,0.52576,0.6827,0.279212458,-,Less,Less,6.0423,7.4634,0.069812,-1.4211,1.15606992,-,Less,More,7.0607,7.3824,0.51352,-0.3217,0.289442637,-,More,More,FALSE,FALSE,Mixed
NTG1,P31378,9.2079,8.48,0.083806,0.7279,1.076724887,-,More,More,8.8637,7.9112,0.11,0.9525,0.958607315,-,More,More,8.3764,8.2717,0.80865,0.1047,0.092239409,-,More,More,All above average,FALSE,FALSE
NTG2,Q08214,8.5684,7.9058,0.10173,0.6626,0.992550956,-,More,More,8.8143,8.8079,0.99111,0.0064,0.003878142,-,More,More,8.8565,8.0938,0.077803,0.7627,1.109003657,-,More,More,All above average,FALSE,FALSE
NTH2,P35172,8.079,8.2396,0.69176,-0.1606,0.160044554,-,More,More,8.5193,8.8046,0.61793,-0.2853,0.20906072,-,More,More,8.4559,8.8413,0.3394,-0.3854,0.469288162,-,More,More,All above average,FALSE,FALSE
NTO1,Q12311,7.4015,7.7071,0.65445,-0.3056,0.184123528,-,More,More,6.5742,7.0014,0.58568,-0.4272,0.232339606,-,More,More,7.7719,6.8536,0.062199,0.9183,1.206216598,-,More,More,All above average,FALSE,FALSE
NUC1,P08466,5.495,0,0.32857,5.495,0.483372092,-,Less,Less,3.7671,0,0.33983,3.7671,0.468738285,-,Less,Less,3.9205,0,0.29669,3.9205,0.527697091,-,Less,Less,FALSE,All Below Average,FALSE
NUM1,Q00402,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,1.6506,0,0.48473,1.6506,0.314500101,-,Less,Less,FALSE,All Below Average,FALSE
NUP100,Q02629,7.4587,6.5588,0.3242,0.8999,0.489186989,-,More,More,6.9072,5.4694,0.17364,1.4378,0.760350223,-,More,Less,6.3603,5.5601,0.46057,0.8002,0.336704354,-,Less,Less,FALSE,FALSE,Mixed
NUP170,P38181,6.9096,0,0.21925,6.9096,0.659060398,-,More,Less,4.5482,5.0634,0.75893,-0.5152,0.119798279,-,Less,Less,5.6179,4.5995,0.48487,1.0184,0.314374686,-,Less,Less,FALSE,FALSE,Mixed
NUP188,P52593,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,3.9296,3.0395,0.60535,0.8901,0.217993453,-,Less,Less,4.5607,3.9033,0.7025,0.6574,0.153353671,-,Less,Less,FALSE,All Below Average,FALSE
NUP2,P32499,7.7429,7.587,0.72658,0.1559,0.138716561,-,More,More,7.4594,7.261,0.7533,0.1984,0.123032033,-,More,More,7.3232,8.2166,0.046546,-0.8934,1.332117635,-,More,More,All above average,FALSE,FALSE
NUP60,P39705,0,0,0,0,0,-,Less,Less,3.2062,0,0.41658,3.2062,0.380301584,-,Less,Less,3.884,0,0.30122,3.884,0.521116196,-,Less,Less,FALSE,All Below Average,FALSE
NUR1,Q12066,8.2705,7.5315,0.09743,0.739,1.011307297,-,More,More,8.2568,7.8307,0.4509,0.4261,0.345919765,-,More,More,7.5515,8.0031,0.31441,-0.4516,0.502503649,-,More,More,All above average,FALSE,FALSE
NUT1,P53114,6.2796,5.9787,0.7797,0.3009,0.108072466,-,Less,More,5.9268,6.2712,0.74448,-0.3444,0.128146965,-,Less,More,6.2849,5.0671,0.26143,1.2178,0.582644577,-,Less,Less,FALSE,FALSE,Mixed
NVJ2,Q06833,9.7886,10.1892,0.25929,-0.4006,0.586214232,-,More,More,9.6764,10.1742,0.20506,-0.4978,0.688119047,-,More,More,10.1663,10.0694,0.7753,0.0969,0.110530216,-,More,More,All above average,FALSE,FALSE
NYV1,Q12255,8.0105,6.9962,0.13741,1.0143,0.86198166,-,More,More,7.6608,7.9321,0.63129,-0.2713,0.19977109,-,More,More,8.0768,7.5922,0.28026,0.4846,0.552438882,-,More,More,All above average,FALSE,FALSE
OAC1,P32332,7.9833,8.2378,0.5296,-0.2545,0.276052024,-,More,More,8.7151,8.0476,0.26271,0.6675,0.580523396,-,More,More,8.6261,8.5296,0.81082,0.0965,0.091075547,-,More,More,All above average,FALSE,FALSE
OAF1,P39720 P54790,8.5485,8.6525,0.80488,-0.104,0.094268864,-,More,More,9.2375,8.6118,0.27388,0.6257,0.562439681,-,More,More,9.1295,8.6039,0.1926,0.5256,0.715343717,-,More,More,All above average,FALSE,FALSE
OAF3,Q00684 P36023,6.7496,5.2069,0.23774,1.5427,0.623897742,-,More,Less,5.6221,4.2475,0.41295,1.3746,0.38410253,-,Less,Less,5.0285,0,0.18075,5.0285,0.742921694,-,Less,Less,FALSE,FALSE,Mixed
OAZ1,Q02803,8.3233,8.2721,0.89935,0.0512,0.046071261,-,More,More,7.9418,8.0457,0.8542,-0.1039,0.068440433,-,More,More,8.2355,8.6793,0.30476,-0.4438,0.516042035,-,More,More,All above average,FALSE,FALSE
OCA1,P50946,8.865,8.519,0.41122,0.346,0.385925771,-,More,More,8.8071,8.3068,0.3817,0.5003,0.41827784,-,More,More,8.9895,7.9281,0.014114,1.0614,1.850349887,-,More,More,All above average,FALSE,FALSE
OCA2,P53949,6.4188,6.8268,0.65493,-0.408,0.183805116,-,Less,More,6.3166,5.2539,0.31457,1.0627,0.502282698,-,Less,Less,5.0845,3.38,0.32202,1.7045,0.492117154,-,Less,Less,FALSE,FALSE,Mixed
OCA4,P25366,7.2703,5.9281,0.14141,1.3422,0.849519878,-,More,More,7.9683,8.0248,0.92039,-0.0565,0.036028109,-,More,More,8.2768,7.5186,0.091208,0.7582,1.039967067,-,More,More,All above average,FALSE,FALSE
OCA5,P38738,6.6401,0,0.23777,6.6401,0.623842942,-,More,Less,4.4758,0,0.25677,4.4758,0.590455719,-,Less,Less,4.5351,0,0.22738,4.5351,0.643247738,-,Less,Less,FALSE,FALSE,Mixed
OCA6,Q12454,5.6395,6.0357,0.76171,-0.3962,0.118210343,-,Less,More,6.6648,4.32,0.083649,2.3448,1.077539247,-,More,Less,6.6785,5.808,0.14024,0.8705,0.853128097,-,More,More,FALSE,FALSE,Mixed
OCT1,P35999,3.9727,0,0.33787,3.9727,0.471250368,-,Less,Less,4.6672,3.7532,0.58621,0.914,0.231946777,-,Less,Less,3.5184,3.8476,0.82571,-0.3292,0.083172456,-,Less,Less,FALSE,All Below Average,FALSE
ODC1,Q03028,6.9775,4.891,0.11034,2.0865,0.95726702,-,More,Less,6.1011,4.32,0.18884,1.7811,0.723906008,-,Less,Less,6.4153,2.5506,0.024741,3.8647,1.606582751,-,Less,Less,FALSE,FALSE,Mixed
OGG1,P53397,8.9655,8.4307,0.20402,0.5348,0.690327257,-,More,More,7.8584,8.3791,0.3823,-0.5207,0.417595702,-,More,More,7.9427,8.3917,0.2991,-0.449,0.524183587,-,More,More,All above average,FALSE,FALSE
OLA1,P38219,5.4442,5.9787,0.68255,-0.5345,0.165865529,-,Less,More,5.3166,6.8924,0.13593,-1.5758,0.866684683,-,Less,More,6.9066,6.54,0.53453,0.3666,0.272027915,-,More,More,FALSE,FALSE,Mixed
OM45,P16547,10.6403,10.0913,0.12209,0.549,0.913319906,-,More,More,10.7512,9.9759,0.048444,0.7753,1.314760005,-,More,More,10.1875,9.416,0.022988,0.7715,1.638498812,-,More,More,All above average,FALSE,FALSE
OPI10,Q08202,10.1463,9.7862,0.31051,0.3601,0.507924409,-,More,More,10.7215,9.8786,0.031896,0.8429,1.496263777,-,More,More,10.4113,10.1489,0.43931,0.2624,0.357228911,-,More,More,All above average,FALSE,FALSE
OPI11,A0A023PZI1,3.0618,0,0.46014,3.0618,0.337110012,-,Less,Less,3.0092,4.9194,0.26748,-1.9102,0.572708685,-,Less,Less,2.8642,2.5506,0.83383,0.3136,0.078922484,-,Less,Less,FALSE,All Below Average,FALSE
OPI3,P05375,4.4938,3.698,0.88748,0.7958,0.051841425,-,Less,Less,3.3504,5.1245,0.29068,-1.7741,0.536584848,-,Less,Less,3.7822,4.998,0.47995,-1.2158,0.318804004,-,Less,Less,FALSE,All Below Average,FALSE
OPI7,P87286,6.9221,5.6748,0.24636,1.2473,0.608429805,-,More,Less,5.9631,4.2661,0.21058,1.697,0.676582879,-,Less,Less,4.2512,5.5615,0.36879,-1.3103,0.433220864,-,Less,Less,FALSE,FALSE,Mixed
OPI9,O94084,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,3.248,0,0.41052,3.248,0.38666568,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
OPT1,P40897,5.2184,5.3802,0.90844,-0.1618,0.041703751,-,Less,Less,5.7713,3.949,0.27779,1.8223,0.556283392,-,Less,Less,4.8855,4.2865,0.72779,0.599,0.137993916,-,Less,Less,FALSE,All Below Average,FALSE
ORM1,P53224,8.2354,8.6707,0.28243,-0.4353,0.549089174,-,More,More,7.0893,8.0158,0.14224,-0.9265,0.846978256,-,More,More,7.7029,8.424,0.095436,-0.7211,1.020287771,-,More,More,All above average,FALSE,FALSE
ORM2,Q06144,8.2802,8.7616,0.25288,-0.4814,0.597085517,-,More,More,8.4169,8.6664,0.66251,-0.2495,0.178807562,-,More,More,8.1413,8.6159,0.27252,-0.4746,0.56460162,-,More,More,All above average,FALSE,FALSE
ORT1,Q12375,8.0506,7.6561,0.37625,0.3945,0.424523491,-,More,More,7.8361,7.7206,0.83806,0.1155,0.076724887,-,More,More,8.0548,8.1378,0.8479,-0.083,0.071655365,-,More,More,All above average,FALSE,FALSE
OSH2,Q12451,7.6176,8.4109,0.075233,-0.7933,1.12359162,-,More,More,8.2736,8.1945,0.89442,0.0791,0.048458498,-,More,More,8.2737,8.2479,0.95254,0.0258,0.021116778,-,More,More,All above average,FALSE,FALSE
OSH3,P38713,7.9747,0,0.15622,7.9747,0.806263367,-,More,Less,6.913,4.8765,0.05397,2.0365,1.267847582,-,More,Less,6.1685,4.6177,0.15267,1.5508,0.816246294,-,Less,Less,FALSE,FALSE,Mixed
OSH6,Q02201,6.9096,4.891,0.12241,2.0186,0.912183102,-,More,Less,4.873,4.1907,0.68451,0.6823,0.164620203,-,Less,Less,5.9794,3.3182,0.12205,2.6612,0.913462216,-,Less,Less,FALSE,FALSE,Mixed
OST3,P48439,4.9011,5.3802,0.73354,-0.4791,0.134576199,-,Less,Less,4.0872,3.949,0.93605,0.1382,0.028700952,-,Less,Less,5.0279,5.0858,0.96833,-0.0579,0.013976613,-,Less,Less,FALSE,All Below Average,FALSE
OST5,Q92316,6.3178,7.1479,0.36308,-0.8301,0.439997673,-,Less,More,7.5168,6.5157,0.20151,1.0011,0.695703397,-,More,More,7.1799,5.7087,0.012679,1.4712,1.896914998,-,More,More,FALSE,FALSE,Mixed
OST6,Q03723,2.969,6.2296,0.020533,-3.2606,1.687547593,-,Less,More,4.6923,6.8734,0.039022,-2.1811,1.408690475,-,Less,More,5.7488,6.2158,0.66667,-0.467,0.176089088,-,Less,More,FALSE,FALSE,Mixed
OSW2,Q12202,4.4938,5.3802,0.52882,-0.8864,0.276692128,-,Less,Less,3.7303,4.6149,0.59828,-0.8846,0.223095515,-,Less,Less,4.4464,5.5641,0.44335,-1.1177,0.353253287,-,Less,Less,FALSE,All Below Average,FALSE
OTU2,P38747,4.8758,0,0.2395,4.8758,0.620694482,-,Less,Less,5.0389,2.7026,0.17502,2.3363,0.75691232,-,Less,Less,3.6737,0,0.32814,3.6737,0.483940826,-,Less,Less,FALSE,All Below Average,FALSE
OXA1,P39952,5.2184,0,0.20807,5.2184,0.681790533,-,Less,Less,4.8074,3.5873,0.46742,1.2201,0.330292709,-,Less,Less,4.0724,3.8606,0.90203,0.2118,0.044779018,-,Less,Less,FALSE,All Below Average,FALSE
OXP1,P28273,7.6214,6.3175,0.15312,1.3039,0.81496808,-,More,More,7.2564,5.2138,0.053251,2.0426,1.273672232,-,More,Less,6.5087,2.473,0.019037,4.0357,1.72040149,-,More,Less,FALSE,FALSE,Mixed
OXR1,Q08952,8.4758,8.8583,0.36358,-0.3825,0.439400015,-,More,More,8.4907,8.3831,0.8567,0.1076,0.067171233,-,More,More,8.4236,8.8472,0.29372,-0.4236,0.53206648,-,More,More,All above average,FALSE,FALSE
OYE3,P41816,8.4928,8.192,0.45751,0.3008,0.339599409,-,More,More,8.8363,8.5175,0.57726,0.3188,0.238628535,-,More,More,8.8413,8.164,0.11733,0.6773,0.930590929,-,More,More,All above average,FALSE,FALSE
PAC1,P39946,6.0693,5.9281,0.89559,0.1412,0.047890764,-,Less,More,4.5119,0,0.25296,4.5119,0.596948147,-,Less,Less,4.3994,0,0.2416,4.3994,0.61690307,-,Less,Less,FALSE,FALSE,Mixed
PAC10,P48363,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,2.3924,0,0.31731,2.3924,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
PAC11,P40960,2.969,3.698,0.89687,-0.729,0.047270503,-,Less,Less,4.2979,0,0.27616,4.2979,0.558839226,-,Less,Less,0,3.4219,0.36239,-3.4219,0.440823795,-,Less,Less,FALSE,All Below Average,FALSE
PAC2,P39937,8.1607,7.456,0.11401,0.7047,0.943057054,-,More,More,7.6936,7.775,0.88558,-0.0814,0.0527722,-,More,More,7.8133,8.3769,0.19244,-0.5636,0.715704652,-,More,More,All above average,FALSE,FALSE
PAD1,P33751,7.28,7.7708,0.47221,-0.4908,0.32586482,-,More,More,7.488,8.0254,0.34166,-0.5374,0.466405863,-,More,More,7.487,7.5326,0.92623,-0.0456,0.033281157,-,More,More,All above average,FALSE,FALSE
PAF1,P38351,3.9727,0,0.33787,3.9727,0.471250368,-,Less,Less,4.3483,2.7026,0.3394,1.6457,0.469288162,-,Less,Less,3.409,3.3619,0.97489,0.0471,0.011044384,-,Less,Less,FALSE,All Below Average,FALSE
